Steering Value,Filename
0.692,355153096.jpg
0.657,355286419.jpg
-0.818,355316924.jpg
-0.817,355450230.jpg
0.69,355453100.jpg
-0.832,355583561.jpg
0.653,355586424.jpg
-0.827,355716934.jpg
0.669,355753091.jpg
-0.824,355850226.jpg
0.685,355886427.jpg
-0.788,355983555.jpg
0.598,356053086.jpg
-0.756,356116893.jpg
0.595,356186422.jpg
-0.742,356250301.jpg
0.654,356319766.jpg
-0.73,356383560.jpg
0.625,356453106.jpg
-0.671,356516891.jpg
0.68,356619747.jpg
-0.631,356650286.jpg
0.74,356753079.jpg
-0.602,356783549.jpg
0.709,356886413.jpg
-0.581,356916885.jpg
0.687,357019755.jpg
-0.609,357050216.jpg
-0.648,357183589.jpg
0.674,357186428.jpg
-0.648,357316878.jpg
0.694,357319783.jpg
-0.757,357450211.jpg
0.63,357453117.jpg
-0.762,357583540.jpg
0.662,357586460.jpg
-0.761,357716894.jpg
0.622,357753071.jpg
-0.825,357850207.jpg
0.621,357886401.jpg
-0.857,357983545.jpg
0.607,358019743.jpg
0.032,358116885.jpg
0.716,358153073.jpg
0.069,358250219.jpg
0.675,358319740.jpg
-0.849,358383545.jpg
0.719,358453095.jpg
-0.773,358516905.jpg
0.731,358619732.jpg
-0.718,358650230.jpg
0.665,358753072.jpg
-0.688,358783531.jpg
0.736,358919727.jpg
-0.561,358950203.jpg
0.729,359053059.jpg
-0.503,359083540.jpg
0.744,359186455.jpg
-0.465,359216864.jpg
0.711,359319751.jpg
-0.373,359350279.jpg
0.681,359453114.jpg
0.012,359516925.jpg
0.722,359586386.jpg
0.328,359716862.jpg
0.766,359753060.jpg
-0.752,359850192.jpg
0.71,359886390.jpg
0.502,359950192.jpg
0.71,360019717.jpg
-0.693,360116857.jpg
0.761,360153053.jpg
-0.271,360250676.jpg
0.763,360319800.jpg
-0.7,360383545.jpg
0.776,360453067.jpg
-0.762,360516868.jpg
0.867,360586415.jpg
-0.665,360683523.jpg
-0.776,360719715.jpg
-0.673,360816852.jpg
-0.696,360853049.jpg
0.802,360983523.jpg
-0.709,360986377.jpg
0.824,361116852.jpg
-0.626,361119710.jpg
0.839,361250188.jpg
-0.65,361253041.jpg
0.878,361383520.jpg
-0.698,361419715.jpg
-0.748,361550182.jpg
-0.354,361553037.jpg
-0.682,361683518.jpg
-0.101,361719706.jpg
-0.625,361850178.jpg
0.397,361853050.jpg
0.723,361983517.jpg
0.636,362019737.jpg
-0.5,362150177.jpg
0.619,362153036.jpg
-0.494,362283507.jpg
0.618,362286367.jpg
-0.52,362450174.jpg
0.63,362453067.jpg
-0.429,362583500.jpg
0.712,362586362.jpg
0.658,362719695.jpg
-0.317,362750179.jpg
-0.386,362883511.jpg
0.731,362886364.jpg
0.691,363019691.jpg
-0.414,363050167.jpg
-0.702,363186365.jpg
-0.226,363216852.jpg
-0.512,363319731.jpg
-0.157,363350164.jpg
-0.823,363486356.jpg
-0.12,363516840.jpg
-0.704,363619693.jpg
-0.227,363683497.jpg
-0.267,363786367.jpg
-0.071,363816825.jpg
-0.461,363919691.jpg
-0.268,363983500.jpg
0.617,364086382.jpg
-0.42,364117104.jpg
0.581,364219684.jpg
0.672,364283497.jpg
-0.333,364353014.jpg
0.539,364416831.jpg
-0.425,364519688.jpg
0.405,364583491.jpg
-0.455,364686355.jpg
0.164,364750174.jpg
-0.355,364819697.jpg
0.04,364916822.jpg
-0.39,364986357.jpg
0.32,365050150.jpg
-0.328,365119678.jpg
0.326,365216823.jpg
-0.16,365286346.jpg
0.51,365350150.jpg
-0.254,365419677.jpg
0.63,365516830.jpg
-0.397,365586339.jpg
0.63,365683499.jpg
-0.432,365719678.jpg
0.681,365816827.jpg
-0.433,365886338.jpg
0.783,365983480.jpg
-0.477,366019671.jpg
-0.492,366150163.jpg
-0.496,366186337.jpg
-0.354,366283474.jpg
-0.507,366319704.jpg
-0.438,366450138.jpg
-0.571,366453012.jpg
-0.339,366583474.jpg
-0.65,366586333.jpg
-0.397,366750140.jpg
-0.731,366752997.jpg
-0.427,366883473.jpg
0.594,366886351.jpg
0.639,367019658.jpg
-0.537,367050146.jpg
0.725,367152999.jpg
0.686,367183484.jpg
0.318,367319660.jpg
0.523,367350131.jpg
0.477,367452994.jpg
0.564,367483472.jpg
-0.091,367586324.jpg
0.615,367616800.jpg
-0.497,367719660.jpg
0.548,367750142.jpg
-0.669,367886332.jpg
0.462,367916796.jpg
-0.058,368019652.jpg
0.352,368050139.jpg
-0.122,368186319.jpg
0.386,368216796.jpg
-0.454,368319649.jpg
0.144,368350129.jpg
-0.496,368452988.jpg
0.257,368483471.jpg
-0.315,368619669.jpg
0.044,368650121.jpg
-0.586,368752986.jpg
0.154,368816788.jpg
-0.58,368919652.jpg
0.15,368950119.jpg
-0.766,369053009.jpg
0.205,369116784.jpg
-0.634,369186316.jpg
0.262,369250146.jpg
-0.71,369352977.jpg
0.231,369416792.jpg
-0.619,369486313.jpg
-0.344,369550115.jpg
-0.646,369619639.jpg
-0.796,369683448.jpg
-0.683,369752975.jpg
-0.853,369816783.jpg
-0.736,369919647.jpg
-0.868,369983453.jpg
-0.771,370052984.jpg
0.178,370116774.jpg
-0.776,370219638.jpg
0.28,370283443.jpg
-0.759,370352972.jpg
0.842,370416780.jpg
-0.79,370519676.jpg
0.72,370550104.jpg
-0.806,370652966.jpg
0.518,370716781.jpg
-0.81,370819653.jpg
0.455,370850106.jpg
-0.472,370952978.jpg
0.241,371016785.jpg
0.255,371119644.jpg
-0.668,371183445.jpg
0.779,371252979.jpg
-0.588,371316773.jpg
0.742,371419631.jpg
-0.615,371483435.jpg
0.76,371552970.jpg
-0.595,371616767.jpg
0.762,371686299.jpg
-0.165,371783431.jpg
0.718,371852956.jpg
-0.668,371916766.jpg
0.76,371986302.jpg
0.06,372083428.jpg
0.721,372119623.jpg
0.233,372250271.jpg
0.724,372286289.jpg
-0.188,372383443.jpg
0.746,372419622.jpg
-0.07,372550092.jpg
0.741,372586289.jpg
-0.045,372683436.jpg
0.781,372719624.jpg
0.093,372816759.jpg
0.767,372886285.jpg
-0.051,372983422.jpg
0.764,373019616.jpg
-0.009,373150088.jpg
-0.813,373186286.jpg
0.007,373283424.jpg
0.813,373319614.jpg
0.185,373450087.jpg
0.802,373486309.jpg
0.014,373616749.jpg
0.795,373619615.jpg
0.283,373750130.jpg
0.793,373786284.jpg
0.395,373916749.jpg
0.791,373919622.jpg
0.115,374050078.jpg
0.8,374086360.jpg
0.527,374183449.jpg
0.792,374219615.jpg
0.518,374350078.jpg
0.61,374386271.jpg
0.257,374483471.jpg
0.63,374519599.jpg
0.378,374650083.jpg
0.675,374686276.jpg
0.609,374816751.jpg
0.482,374819599.jpg
0.301,374950100.jpg
0.779,374986282.jpg
-0.008,375083406.jpg
0.572,375119623.jpg
-0.457,375216777.jpg
0.277,375286269.jpg
0.116,375383400.jpg
-0.025,375419596.jpg
-0.186,375516738.jpg
-0.45,375586264.jpg
-0.424,375650068.jpg
0.338,375719598.jpg
0.758,375816731.jpg
0.049,375886261.jpg
0.664,375950064.jpg
-0.163,376019587.jpg
0.716,376083401.jpg
0.119,376186262.jpg
0.614,376250070.jpg
0.234,376319592.jpg
0.467,376383397.jpg
0.433,376486254.jpg
0.365,376550065.jpg
0.542,376619600.jpg
0.363,376683391.jpg
0.544,376786257.jpg
0.54,376850055.jpg
0.617,376919585.jpg
0.454,377016726.jpg
0.624,377086353.jpg
-0.519,377150058.jpg
0.651,377219587.jpg
0.664,377386267.jpg
0.69,377519646.jpg
-0.434,377686255.jpg
-0.688,377852936.jpg
-0.663,377986247.jpg
-0.668,378152933.jpg
-0.499,378286246.jpg
0.03,378419572.jpg
0.448,378586237.jpg
0.647,378719572.jpg
-0.411,378886239.jpg
-0.399,379052900.jpg
-0.359,379219582.jpg
-0.246,379352913.jpg
-0.365,379519562.jpg
-0.333,379652893.jpg
-0.342,379819568.jpg
-0.333,379952902.jpg
-0.068,380119592.jpg
-0.391,380252893.jpg
-0.358,380386224.jpg
-0.034,380552903.jpg
-0.284,380686234.jpg
0.031,380819557.jpg
-0.203,380986221.jpg
-0.461,381119550.jpg
-0.366,381286216.jpg
-0.462,381419553.jpg
-0.39,381552881.jpg
-0.378,381686213.jpg
0.69,381819550.jpg
0.598,381952883.jpg
0.573,382119556.jpg
0.484,382252901.jpg
0.389,382386215.jpg
0.432,382519570.jpg
0.529,382652870.jpg
0.309,382786206.jpg
0.361,382952876.jpg
0.6,383086231.jpg
0.419,383219539.jpg
0.446,383352904.jpg
0.422,383486202.jpg
0.586,383652882.jpg
0.205,383786198.jpg
0.181,383919624.jpg
0.261,384052876.jpg
0.361,384186193.jpg
0.213,384352859.jpg
0.163,384486232.jpg
0.175,384619521.jpg
0.53,384752876.jpg
0.075,384886186.jpg
0.057,385052880.jpg
0.399,385186182.jpg
0.154,385319521.jpg
-0.018,385486196.jpg
0.074,385619523.jpg
-0.061,385752856.jpg
-0.137,385886185.jpg
-0.144,386052843.jpg
0.64,386186181.jpg
0.529,386352869.jpg
0.467,386486180.jpg
0.298,386619510.jpg
0.24,386752844.jpg
0.174,386919520.jpg
0.309,387052839.jpg
0.286,387219508.jpg
0.129,387352839.jpg
0.262,387519510.jpg
0.212,387652829.jpg
0.083,387819521.jpg
0.217,387952833.jpg
-0.179,388086167.jpg
-0.366,388252861.jpg
-0.485,388386158.jpg
-0.774,388519502.jpg
0.581,388686161.jpg
0.707,388819492.jpg
0.481,388986174.jpg
0.315,389119485.jpg
-0.161,389286153.jpg
-0.018,389419488.jpg
-0.021,389552820.jpg
-0.056,389686151.jpg
-0.081,389852824.jpg
-0.112,389986149.jpg
-0.212,390119485.jpg
-0.298,390252812.jpg
0.607,390419473.jpg
-0.43,390552811.jpg
-0.349,390686144.jpg
0.745,390819486.jpg
-0.444,390986153.jpg
0.583,391119471.jpg
0.566,391252809.jpg
0.298,391386153.jpg
0.368,391552802.jpg
0.418,391686132.jpg
0.502,391819474.jpg
0.352,391952799.jpg
0.249,392119466.jpg
0.244,392252832.jpg
0.421,392386133.jpg
0.273,392552794.jpg
0.626,392686125.jpg
0.343,392819458.jpg
-0.062,392986129.jpg
-0.362,393119458.jpg
-0.42,393286126.jpg
-0.181,393452816.jpg
-0.614,393586118.jpg
-0.515,393752788.jpg
-0.507,393886119.jpg
-0.615,394052781.jpg
-0.705,394219449.jpg
-0.625,394352775.jpg
-0.146,394519454.jpg
-0.152,394652781.jpg
0.02,394819448.jpg
0.228,394986131.jpg
0.158,395119439.jpg
0.136,395286108.jpg
0.122,395452773.jpg
0.176,395586098.jpg
0.235,395752790.jpg
0.209,395886147.jpg
0.25,396019466.jpg
0.694,396186101.jpg
0.678,396319433.jpg
0.677,396452764.jpg
-0.719,396619438.jpg
-0.694,396752779.jpg
-0.79,396919423.jpg
-0.71,397052763.jpg
0.687,397219427.jpg
0.581,397386106.jpg
0.735,397519425.jpg
-0.107,397686088.jpg
0.2,397986141.jpg
0.44,398119419.jpg
0.255,398286098.jpg
0.538,398419416.jpg
0.41,398552755.jpg
0.493,398686079.jpg
0.562,398852767.jpg
0.53,399052745.jpg
0.553,399186075.jpg
0.554,399319718.jpg
0.264,399486076.jpg
0.317,399619433.jpg
0.286,399786078.jpg
0.194,399919414.jpg
-0.105,400086183.jpg
-0.11,400219402.jpg
-0.179,400386099.jpg
-0.181,400519404.jpg
-0.176,400686060.jpg
-0.169,400819418.jpg
0.202,400952730.jpg
0.511,401119453.jpg
0.647,401252729.jpg
0.676,401386072.jpg
0.802,401552739.jpg
-0.802,401686221.jpg
-0.71,401819394.jpg
0.522,401952718.jpg
-0.593,402119383.jpg
-0.57,402252732.jpg
-0.721,402386068.jpg
-0.699,402552715.jpg
-0.704,402686049.jpg
-0.673,402852735.jpg
-0.704,402986045.jpg
-0.722,403152708.jpg
-0.722,403319378.jpg
-0.734,403452710.jpg
-0.762,403619466.jpg
-0.761,403752707.jpg
-0.749,403919377.jpg
-0.767,404052713.jpg
-0.775,404219368.jpg
-0.759,404352708.jpg
-0.765,404519377.jpg
-0.785,404652698.jpg
-0.765,404819374.jpg
-0.785,404952695.jpg
-0.769,405119406.jpg
-0.795,405252699.jpg
-0.795,405419368.jpg
-0.615,40554830.jpg
-0.773,405552697.jpg
-0.726,405686030.jpg
-0.115,405819359.jpg
0.345,405986024.jpg
0.213,406119372.jpg
0.713,406286021.jpg
-0.534,406419417.jpg
-0.561,406552693.jpg
-0.414,406719379.jpg
-0.419,406852679.jpg
-0.652,40688306.jpg
-0.57,407019376.jpg
-0.423,407152678.jpg
-0.269,407319346.jpg
-0.179,407486010.jpg
-0.258,407619389.jpg
-0.637,407786014.jpg
-0.407,407919340.jpg
-0.132,408086176.jpg
-0.546,40821500.jpg
-0.355,408219335.jpg
-0.589,408386005.jpg
0.278,408519336.jpg
-0.376,408686005.jpg
0.08,408819341.jpg
-0.6,408985997.jpg
-0.363,409119378.jpg
-0.535,409285998.jpg
-0.712,409419330.jpg
-0.682,409585991.jpg
-0.462,409719345.jpg
-0.602,409852660.jpg
-0.595,40988160.jpg
-0.701,409986002.jpg
-0.628,410119333.jpg
-0.565,410252666.jpg
-0.736,410419343.jpg
-0.703,410552687.jpg
-0.691,410686027.jpg
-0.686,410819319.jpg
-0.555,410985980.jpg
-0.184,411119313.jpg
-0.631,41121497.jpg
-0.74,411286063.jpg
-0.531,411419317.jpg
-0.475,411585974.jpg
-0.42,411719310.jpg
-0.282,411885979.jpg
-0.213,412019305.jpg
-0.194,412185972.jpg
-0.042,412352639.jpg
-0.016,412485966.jpg
-0.614,41254860.jpg
-0.066,412652637.jpg
0.055,412819304.jpg
-0.089,412952638.jpg
0.166,413119296.jpg
0.191,413252628.jpg
0.381,413419308.jpg
0.398,413552628.jpg
0.47,413719293.jpg
0.484,413852620.jpg
-0.524,41388158.jpg
0.441,414019315.jpg
0.462,414152642.jpg
0.435,414285968.jpg
0.437,414452620.jpg
0.518,414619290.jpg
0.57,414752616.jpg
0.601,414885954.jpg
0.641,415052632.jpg
0.647,415185949.jpg
0.619,415352637.jpg
0.56,415485947.jpg
-0.607,41554823.jpg
0.713,41557562.jpg
0.487,415619277.jpg
0.545,415785948.jpg
0.588,415919316.jpg
0.626,416052611.jpg
0.677,416185936.jpg
0.621,416352605.jpg
0.673,416485949.jpg
0.642,416619271.jpg
0.618,416785956.jpg
-0.553,41688166.jpg
0.665,416919286.jpg
0.622,417052609.jpg
0.645,417219267.jpg
0.803,41731062.jpg
0.681,417352600.jpg
0.717,417519263.jpg
0.671,417652621.jpg
0.666,417819271.jpg
0.633,417952594.jpg
-0.647,418085979.jpg
-0.628,41821534.jpg
-0.659,418219257.jpg
-0.661,418352620.jpg
-0.619,418485917.jpg
0.817,41857558.jpg
-0.541,418652613.jpg
-0.547,418785975.jpg
-0.538,418919267.jpg
-0.542,419052584.jpg
-0.578,419185922.jpg
-0.593,419319253.jpg
-0.591,419452582.jpg
-0.511,41954820.jpg
0.808,419585995.jpg
0.817,419752579.jpg
-0.586,419852581.jpg
-0.5,420019246.jpg
-0.44,420152603.jpg
-0.611,42024224.jpg
-0.499,420285906.jpg
-0.5,420419260.jpg
-0.503,420585907.jpg
-0.514,420719236.jpg
-0.534,420852573.jpg
-0.5,420985900.jpg
-0.528,421152605.jpg
-0.584,42121491.jpg
-0.518,421319237.jpg
-0.557,421452563.jpg
-0.634,42157570.jpg
-0.483,421585906.jpg
-0.548,421752563.jpg
-0.553,421885901.jpg
-0.584,422052570.jpg
-0.563,422185895.jpg
-0.564,422352561.jpg
-0.571,422485894.jpg
-0.595,42254814.jpg
-0.546,422619220.jpg
-0.546,422752560.jpg
-0.519,42290893.jpg
-0.523,422919224.jpg
-0.563,423052563.jpg
-0.576,423185888.jpg
-0.587,423319223.jpg
-0.559,423485893.jpg
-0.53,423619212.jpg
-0.574,423785903.jpg
-0.652,42388150.jpg
-0.567,423919234.jpg
-0.557,424052560.jpg
0.841,424186024.jpg
-0.483,42424325.jpg
-0.615,424352549.jpg
-0.551,424485876.jpg
-0.557,424619205.jpg
-0.558,424752539.jpg
-0.558,424919245.jpg
-0.519,425052561.jpg
-0.519,425185871.jpg
-0.55,42521483.jpg
-0.359,425319216.jpg
-0.104,42590889.jpg
-0.574,42654814.jpg
-0.255,42724221.jpg
-0.605,42821551.jpg
-0.133,42857554.jpg
-0.634,42954823.jpg
-0.566,42990909.jpg
-0.577,43088171.jpg
-0.07,43161341.jpg
-0.624,43254806.jpg
0.299,43290884.jpg
-0.514,43388143.jpg
-0.089,43424219.jpg
-0.614,43521475.jpg
-0.327,43557554.jpg
-0.588,43654816.jpg
-0.033,43724214.jpg
-0.609,43821501.jpg
0.047,43857550.jpg
-0.631,43954804.jpg
0.308,43990904.jpg
-0.618,44088171.jpg
0.228,44157585.jpg
-0.615,44221501.jpg
0.288,44290870.jpg
-0.613,44388151.jpg
0.212,44424208.jpg
-0.618,44521538.jpg
0.29,44590866.jpg
-0.599,44654821.jpg
-0.082,44724198.jpg
-0.571,44788130.jpg
0.086,44857535.jpg
-0.608,44954796.jpg
0.384,44990898.jpg
-0.534,45088174.jpg
0.449,45157544.jpg
-0.551,45221462.jpg
0.213,45290864.jpg
-0.563,45354793.jpg
-0.212,45424201.jpg
0.374,45557559.jpg
0.23,45724196.jpg
0.2,45857524.jpg
0.144,45990866.jpg
0.255,46124223.jpg
-0.681,462251124.jpg
0.453,462384458.jpg
0.605,462517815.jpg
-0.569,462651128.jpg
-0.242,462784452.jpg
-0.176,46290881.jpg
-0.469,462917787.jpg
-0.309,463051111.jpg
-0.226,463184445.jpg
-0.166,463317784.jpg
0.021,463451125.jpg
0.097,463584458.jpg
0.156,463717780.jpg
-0.033,463851110.jpg
0.083,463984447.jpg
0.054,464117774.jpg
0.206,464251105.jpg
-0.23,464384463.jpg
-0.244,464517772.jpg
-0.012,464651098.jpg
-0.013,464784441.jpg
-0.296,46490886.jpg
0.198,464917767.jpg
-0.072,465051098.jpg
0.033,465217765.jpg
-0.056,465317767.jpg
-0.097,465484440.jpg
-0.037,465651105.jpg
-0.056,465784426.jpg
-0.373,465951094.jpg
0.246,466084427.jpg
-0.059,466217778.jpg
-0.284,46624237.jpg
0.255,466351094.jpg
0.263,466484441.jpg
0.244,466617753.jpg
0.012,466717758.jpg
0.231,466884451.jpg
0.264,466984426.jpg
0.015,467117750.jpg
0.248,467251082.jpg
0.093,467384422.jpg
0.069,467517751.jpg
0.441,46757567.jpg
0.013,467651083.jpg
-0.024,467784414.jpg
-0.042,467917755.jpg
0.059,468051105.jpg
-0.01,468184406.jpg
-0.03,468351079.jpg
0.355,468484415.jpg
0.004,468617806.jpg
-0.044,468751100.jpg
0.271,46890887.jpg
0.311,468917805.jpg
0.334,469051632.jpg
0.347,469217737.jpg
0.31,469351069.jpg
0.333,469451073.jpg
0.316,469617728.jpg
0.296,469717731.jpg
0.322,469851055.jpg
0.157,469984425.jpg
0.341,470117734.jpg
0.382,47024185.jpg
0.4,470251116.jpg
0.352,470384397.jpg
0.353,470551079.jpg
-0.235,47157517.jpg
-0.694,47290849.jpg
-0.631,47424184.jpg
-0.564,47557547.jpg
-0.667,47690850.jpg
-0.618,47824190.jpg
-0.712,47957511.jpg
-0.706,48090871.jpg
-0.713,48257509.jpg
-0.7,48390843.jpg
-0.725,48524185.jpg
-0.752,48657521.jpg
-0.726,48790850.jpg
-0.755,48924170.jpg
-0.696,49090835.jpg
-0.72,49224175.jpg
-0.715,49390874.jpg
-0.726,49524284.jpg
-0.635,49657499.jpg
-0.607,49790842.jpg
-0.428,49957495.jpg
-0.434,50090836.jpg
-0.152,50224160.jpg
-0.144,50357494.jpg
0.059,50490833.jpg
0.248,50624158.jpg
0.319,50790823.jpg
0.567,50924157.jpg
-0.55,51057491.jpg
-0.76,51190818.jpg
-0.521,51324155.jpg
-0.692,51457484.jpg
-0.613,51624166.jpg
-0.479,51757504.jpg
-0.524,51890818.jpg
-0.539,52024151.jpg
-0.519,52157599.jpg
-0.66,52290813.jpg
-0.612,52457473.jpg
-0.615,52590810.jpg
-0.557,52724143.jpg
-0.638,52857482.jpg
-0.552,53024173.jpg
-0.577,53157491.jpg
-0.592,53290808.jpg
-0.521,53424169.jpg
-0.574,53557468.jpg
-0.634,53690801.jpg
-0.137,53824124.jpg
-0.169,53957472.jpg
0.013,54124129.jpg
0.001,54257486.jpg
-0.027,54424137.jpg
-0.745,54557479.jpg
-0.019,54690795.jpg
0.792,54824124.jpg
0.776,54957453.jpg
-0.635,55090788.jpg
-0.584,55224163.jpg
